# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       37.184      543.062
       0.011        0.000       37.434      545.312
       0.019        0.000       38.672      545.750
       0.027        0.000       38.715      545.406
       0.036        0.000       38.715      545.406
       0.044        0.000       38.965      545.406
       0.052        0.000       39.477      545.906
       0.060        0.000       40.211      545.918
       0.069        0.000       41.477      546.719
       0.077        0.000       41.730      547.219
       0.086        0.000       42.453      552.219
       0.094        0.000       43.234      552.512
       0.103        0.000       44.098      552.512
       0.111        0.000       44.301      552.605
       0.120        0.000       44.594      552.625
       0.129        0.000       45.812      553.004
       0.137        0.000       46.883      553.270
       0.146        0.000       47.875      554.234
       0.154        0.000       49.113      555.082
       0.163        0.000       50.051      554.961
       0.172        0.000       50.883      554.961
       0.180        0.000       52.426      556.711
       0.190        0.000       53.309      557.293
       0.199        0.000       53.629      557.293
       0.207        0.000       53.906      557.543
       0.216        0.000       54.090      557.543
       0.224        0.000       57.059      855.430
       0.235        0.000       57.297      855.430
       0.244        0.000       83.246     1260.367
       0.257        0.000       86.695     1388.668
       0.270        0.000       88.367     1390.477
       0.282        0.000       91.195     1391.883
       0.295        0.000       92.902     1394.133
       0.308        0.000       93.738     1394.152
       0.320        0.000       95.008     1394.652
       0.334        0.000       96.488     1394.914
       0.347        0.000       99.031     1396.594
       0.361        0.000      100.344     1397.160
       0.377        0.000      100.750     1397.160
       0.390        0.000      102.156     1402.766
       0.403        0.000      106.293     1406.926
       0.415        0.000      107.738     1407.105
       0.428        0.000      109.656     1407.535
       0.441        0.000      112.102     1416.805
       0.454        0.000      112.578     1418.172
       0.468        0.000      112.836     1418.172
       0.480        0.000      113.566     1418.629
       0.493        0.000      114.848     1418.770
       0.505        0.000      116.453     1419.414
       0.518        0.000      117.566     1419.414
       0.530        0.000      118.590     1419.664
       0.544        0.000      120.395     1419.664
       0.556        0.000      121.941     1419.664
       0.569        0.000      123.227     1420.043
       0.581        0.000      126.562     1422.543
       0.594        0.000      126.812     1422.543
       0.606        0.000      127.328     1422.543
       0.619        0.000      127.582     1422.793
       0.632        0.000      128.355     1423.215
       0.644        0.000      130.777     1441.801
       0.657        0.000      131.027     1441.801
       0.670        0.000      131.527     1442.238
       0.682        0.000      131.527     1442.238
       0.695        0.000      132.547     1442.410
       0.707        0.000      133.578     1442.660
       0.720        0.000      135.316     1443.676
       0.732        0.000      136.605     1444.219
       0.744        0.000      139.262     1444.469
       0.756        0.000      144.898     1447.105
       0.770        0.000      151.305     1447.266
       0.783        0.000      160.320     1454.582
       0.800        0.000      161.039     1459.824
       0.816        0.000      163.359     1460.086
       0.831        0.000      175.461     1469.336
       0.846        0.000      181.902     1476.531
       0.861        0.000      190.410     1484.781
       0.876        0.000      190.926     1485.281
       0.894        0.000      191.184     1485.531
       0.911        0.000      191.262     1489.984
       0.925        0.000      200.262     1496.984
       0.940        0.000      212.121     1507.242
       0.957        0.000      219.340     1513.992
       0.977        0.000      220.652     1513.992
       0.990        0.000      229.754     1519.379
       1.004        0.000      232.320     1521.496
       1.017        0.000      236.430     1525.441
