# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       38.449      551.078
       0.012        0.000       40.000      551.609
       0.022        0.000       41.598      552.359
       0.034        0.000       41.773      552.371
       0.044        0.000       43.469      553.137
       0.055        0.000       43.898      553.449
       0.067        0.000       44.152      558.500
       0.078        0.000       45.168      559.055
       0.090        0.000       45.359      558.836
       0.101        0.000       46.648      558.984
       0.112        0.000       49.867      560.508
       0.123        0.000       50.137      560.055
       0.135        0.000       51.422      560.055
       0.146        0.000       52.969      561.055
       0.157        0.000       53.668      561.055
       0.168        0.000       53.805      561.055
       0.179        0.000       53.957      561.305
       0.189        0.000       54.703      562.805
       0.200        0.000       54.949      562.805
       0.211        0.000       55.047      562.805
       0.222        0.000       55.926      571.805
       0.233        0.000       56.184      571.805
       0.244        0.000       56.422      571.805
       0.255        0.000       57.188      571.805
       0.266        0.000       59.266      572.961
       0.276        0.000       63.141      605.449
       0.288        0.000       66.047      614.973
       0.305        0.000       66.305      615.430
       0.321        0.000       65.719      607.797
       0.337        0.000       70.984      610.164
       0.355        0.000       73.102      611.387
       0.376        0.000       75.414      627.637
       0.394        0.000      139.262     1704.898
       0.442        0.000       75.875      627.887
       0.486        0.000       77.195      627.887
       0.522        0.000       82.863      628.137
       0.560        0.000       85.621      628.137
       0.600        0.000       95.961      628.137
       0.638        0.000      100.930      635.387
       0.679        0.000      113.180      648.137
       0.719        0.000      120.902      655.387
       0.758        0.000      108.258      642.027
       0.799        0.000      108.270      642.027
       0.839        0.000      245.473     2806.684
       0.881        0.000      259.422     2811.961
       0.928        0.000      266.141     2824.637
       0.983        0.000      281.270     2840.750
       1.051        0.000      300.363     2859.469
       1.103        0.000      316.070     2892.680
       1.165        0.000      326.457     2893.965
       1.212        0.000      335.000     2902.246
       1.276        0.000      341.535     2903.578
       1.348        0.000      359.160     2929.277
       1.417        0.000      372.043     2980.020
       1.473        0.000      383.500     2983.570
       1.518        0.000      394.094     2987.379
       1.560        0.000      412.082     2994.160
       1.604        0.000      423.566     2998.215
       1.651        0.000      433.961     3001.906
       1.697        0.000      443.215     3003.578
       1.738        0.000      453.105     3004.828
       1.778        0.000      466.516     3010.309
       1.819        0.000      479.133     3018.965
       1.873        0.000      487.816     3024.293
       1.937        0.000      494.793     3030.043
       2.003        0.000      504.508     3039.926
       2.063        0.000      513.238     3048.496
       2.116        0.000      521.875     3055.547
       2.189        0.000      533.098     3067.230
       2.259        0.000      546.871     3081.684
       2.313        0.000      549.523     3082.137
       2.353        0.000      557.578     3090.176
       2.400        0.000      560.312     3094.223
       2.468        0.000      568.227     3101.332
       2.536        0.000      570.258     3103.207
       2.605        0.000      572.480     3106.316
       2.675        0.000      576.266     3108.605
       2.744        0.000      578.441     3110.273
       2.814        0.000      591.910     3122.625
       2.871        0.000      594.676     3124.352
       2.915        0.000      598.953     3127.875
       2.960        0.000      603.566     3130.438
       3.010        0.000      615.480     3141.754
       3.075        0.000      623.516     3148.512
       3.144        0.000      628.395     3153.309
       3.214        0.000      647.352     3172.484
       3.279        0.000      653.488     3176.859
       3.325        0.000      655.031     3178.359
       3.365        0.000      657.590     3181.109
       3.405        0.000      672.715     3197.270
       3.457        0.000      692.016     3214.707
       3.522        0.000      696.883     3218.910
       3.590        0.000      720.988     3241.625
       3.662        0.000      730.031     3250.031
       3.727        0.000      734.141     3254.078
       3.768        0.000      740.469     3259.938
       3.811        0.000      751.859     3271.449
       3.872        0.000      760.949     3280.152
       3.939        0.000      770.262     3289.113
       3.981        0.000      774.910     3293.512
       4.024        0.000      779.020     3297.035
       4.063        0.000      108.270      642.027
       4.095        0.000      109.121      642.879
       4.107        0.000      109.121      642.879
       4.119        0.000      109.121      642.879
       4.130        0.000      109.121      642.879
       4.142        0.000       69.777      635.566
       4.153        0.000        2.035        9.512
