# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       38.484      551.105
       0.010        0.000       39.898      551.609
       0.020        0.000       41.238      552.359
       0.031        0.000       41.672      552.414
       0.041        0.000       43.426      553.141
       0.051        0.000       44.414      553.391
       0.062        0.000       44.957      558.496
       0.073        0.000       45.977      559.062
       0.083        0.000       46.504      559.062
       0.093        0.000       48.051      559.820
       0.104        0.000       50.945      560.492
       0.115        0.000       51.270      560.070
       0.125        0.000       52.297      560.070
       0.136        0.000       53.641      561.320
       0.146        0.000       54.078      561.320
       0.157        0.000       54.176      561.320
       0.168        0.000       54.371      561.570
       0.178        0.000       55.137      562.570
       0.189        0.000       55.391      562.570
       0.200        0.000       56.383      572.070
       0.210        0.000       56.645      572.070
       0.221        0.000       56.840      572.070
       0.232        0.000       57.078      572.070
       0.242        0.000       57.848      572.070
       0.253        0.000       61.445      604.336
       0.264        0.000       64.582      614.250
       0.285        0.000       62.203      605.016
       0.299        0.000       62.582      605.129
       0.316        0.000      157.312     2220.805
       0.357        0.000       64.480      605.418
       0.398        0.000       69.445      607.824
       0.438        0.000       76.805      608.328
       0.478        0.000       71.406      607.941
       0.514        0.000      209.742     2774.707
       0.574        0.000      224.613     2777.582
       0.636        0.000      231.340     2796.172
       0.695        0.000      248.102     2808.234
       0.759        0.000      260.723     2814.461
       0.825        0.000      266.227     2844.199
       0.868        0.000      274.332     2845.676
       0.909        0.000      287.965     2859.789
       0.957        0.000      294.246     2860.379
       0.999        0.000      306.242     2867.938
       1.054        0.000      308.801     2868.188
       1.094        0.000      315.594     2871.199
       1.135        0.000      321.184     2875.582
       1.180        0.000      325.621     2876.703
       1.220        0.000      333.699     2913.180
       1.258        0.000      348.230     2932.430
       1.300        0.000      354.590     2949.551
       1.337        0.000      364.863     2952.551
       1.375        0.000      375.879     2956.938
       1.413        0.000      397.844     2981.703
       1.454        0.000      411.969     2985.027
       1.499        0.000      437.020     3000.652
       1.552        0.000      458.125     3020.434
       1.596        0.000      461.383     3021.934
       1.639        0.000      464.172     3024.062
       1.686        0.000      474.098     3034.086
       1.739        0.000      481.301     3040.816
       1.808        0.000      487.539     3046.691
       1.856        0.000      491.289     3049.332
       1.904        0.000      502.258     3063.074
       1.961        0.000      504.598     3064.395
       2.006        0.000      511.141     3071.895
       2.054        0.000      512.117     3073.641
       2.102        0.000      512.801     3073.891
       2.139        0.000      513.711     3074.832
       2.177        0.000      515.086     3075.871
       2.214        0.000      522.004     3082.652
       2.262        0.000      522.086     3083.305
       2.324        0.000      526.223     3084.887
       2.378        0.000      526.738     3085.387
       2.437        0.000      527.691     3084.996
       2.479        0.000      528.449     3085.746
       2.520        0.000      538.363     3093.777
       2.566        0.000      539.137     3095.277
       2.609        0.000      540.902     3096.957
       2.652        0.000      553.520     3108.707
       2.717        0.000      561.172     3115.707
       2.785        0.000      565.262     3120.957
       2.853        0.000      581.758     3137.707
       2.918        0.000      584.977     3139.457
       2.961        0.000      587.293     3142.496
       3.002        0.000      594.164     3148.496
       3.047        0.000      611.270     3166.898
       3.093        0.000      615.379     3169.934
       3.136        0.000      618.422     3171.820
       3.182        0.000      629.484     3184.070
       3.227        0.000      637.727     3192.609
       3.271        0.000      651.855     3206.359
       3.338        0.000      660.352     3215.508
       3.392        0.000      669.188     3223.496
       3.442        0.000      678.309     3231.996
       3.509        0.000      698.402     3251.496
       3.576        0.000      704.250     3256.777
       3.645        0.000      709.125     3262.277
       3.707        0.000      722.941     3276.340
       3.773        0.000      730.930     3285.059
       3.841        0.000      739.438     3293.688
       3.910        0.000      720.875     3274.801
       3.974        0.000      727.105     3278.180
       4.041        0.000      734.055     3285.430
       4.110        0.000      707.191     3256.949
       4.175        0.000      710.379     3260.449
       4.242        0.000      717.594     3267.199
       4.310        0.000      691.684     3240.113
       4.378        0.000      697.527     3245.660
       4.445        0.000      697.734     3246.660
       4.508        0.000      700.535     3248.781
       4.562        0.000      709.395     3254.422
       4.628        0.000      705.590     3254.672
       4.676        0.000      706.539     3255.422
       4.720        0.000      709.637     3258.672
       4.765        0.000      713.496     3261.672
       4.828        0.000      714.270     3262.812
       4.870        0.000      718.910     3267.812
       4.912        0.000      719.941     3268.312
       4.956        0.000      720.969     3269.348
       4.999        0.000      721.484     3269.848
       5.041        0.000      726.641     3275.348
       5.085        0.000      727.156     3275.348
       5.127        0.000      727.414     3275.848
       5.168        0.000      729.703     3278.848
       5.210        0.000      731.238     3280.281
       5.252        0.000      738.176     3287.531
       5.296        0.000      739.977     3289.031
       5.337        0.000      741.531     3290.531
       5.378        0.000      752.992     3301.672
       5.427        0.000      754.598     3303.172
       5.489        0.000      759.617     3310.672
       5.560        0.000      762.191     3312.672
       5.627        0.000      763.770     3314.172
       5.695        0.000      767.301     3317.426
       5.764        0.000      769.430     3318.676
       5.830        0.000      780.098     3327.176
       5.898        0.000      782.316     3328.867
       5.959        0.000      787.750     3334.496
       6.021        0.000      788.371     3335.410
       6.086        0.000      787.898     3335.574
       6.127        0.000       77.672      628.238
       6.156        0.000       78.180      628.238
       6.167        0.000       78.910      628.238
       6.179        0.000       79.680      628.238
       6.191        0.000       80.453      628.238
       6.202        0.000       81.227      628.238
       6.213        0.000       81.988      628.238
       6.224        0.000       53.969      621.621
       6.235        0.000        1.895        9.512
