# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       38.004      545.566
       0.011        0.000       38.938      545.816
       0.022        0.000       40.676      546.773
       0.033        0.000       40.664      546.430
       0.045        0.000       42.395      547.441
       0.056        0.000       43.051      547.773
       0.067        0.000       43.766      552.965
       0.078        0.000       44.281      553.219
       0.088        0.000       46.797      554.250
       0.099        0.000       48.117      553.988
       0.110        0.000       48.582      554.867
       0.121        0.000       49.250      554.867
       0.131        0.000       50.176      554.867
       0.142        0.000       52.254      556.117
       0.153        0.000       52.641      556.117
       0.163        0.000       52.816      556.117
       0.174        0.000       53.922      557.867
       0.186        0.000       54.164      557.867
       0.198        0.000       54.426      558.117
       0.209        0.000       58.945      578.648
       0.227        0.000       59.273      578.930
       0.243        0.000       56.793      601.742
       0.259        0.000       85.996     1135.227
       0.287        0.000       56.941      601.742
       0.323        0.000       62.309      604.145
       0.357        0.000       71.020      604.258
       0.394        0.000      207.598     2756.395
       0.454        0.000      224.035     2764.738
       0.519        0.000      235.156     2784.215
       0.582        0.000      256.504     2796.984
       0.646        0.000      268.883     2829.500
       0.711        0.000      282.984     2840.566
       0.762        0.000      296.902     2845.242
       0.812        0.000      309.984     2850.988
       0.878        0.000      319.543     2856.090
       0.922        0.000      325.109     2860.133
       0.966        0.000      326.062     2877.641
       1.005        0.000      339.477     2913.098
       1.044        0.000      350.973     2914.469
       1.084        0.000      361.879     2935.375
       1.123        0.000      383.934     2942.156
       1.167        0.000      392.000     2944.047
       1.207        0.000      408.352     2954.047
       1.248        0.000      422.703     2965.047
       1.286        0.000      427.332     2966.047
       1.320        0.000       69.285      603.062
       1.357        0.000       69.285      603.062
       1.369        0.000       69.285      603.062
       1.379        0.000       69.285      603.062
       1.390        0.000       69.285      603.062
       1.400        0.000       69.285      603.062
       1.411        0.000       69.285      603.062
       1.423        0.000       69.285      603.062
       1.433        0.000       69.285      603.062
       1.444        0.000        1.746        6.688
