# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       37.449      545.297
       0.010        0.000       37.703      545.297
       0.019        0.000       37.703      545.297
       0.027        0.000       38.102      545.340
       0.036        0.000       39.480      546.301
       0.045        0.000       39.941      546.328
       0.054        0.000       41.102      547.203
       0.063        0.000       41.355      547.203
       0.072        0.000       41.969      552.703
       0.082        0.000       43.066      552.957
       0.092        0.000       43.523      553.191
       0.101        0.000       44.117      553.148
       0.110        0.000       45.680      553.422
       0.119        0.000       46.742      553.457
       0.129        0.000       47.508      554.336
       0.138        0.000       48.332      554.336
       0.148        0.000       50.320      555.082
       0.158        0.000       51.797      555.918
       0.168        0.000       53.516      557.668
       0.179        0.000       53.766      557.668
       0.188        0.000       54.020      557.668
       0.197        0.000       54.312      853.934
       0.208        0.000       54.414      854.305
       0.218        0.000       56.465      854.305
       0.229        0.000       58.812      855.055
       0.240        0.000       63.676      855.055
       0.251        0.000       64.742      855.723
       0.262        0.000       66.020      856.801
       0.272        0.000       66.238      856.801
       0.283        0.000       66.305      856.891
       0.293        0.000       66.418      856.891
       0.304        0.000      199.391     3005.164
       0.359        0.000      219.902     3016.746
       0.414        0.000      109.422     1398.570
       0.469        0.000      167.160     2473.902
       0.521        0.000      219.781     3019.578
       0.576        0.000      105.594     1396.398
       0.633        0.000      215.922     3021.215
       0.688        0.000      184.230     2476.766
       0.723        0.000      223.914     3033.395
       0.763        0.000      100.711     1395.895
       0.795        0.000      206.590     3014.641
       0.850        0.000      181.969     2478.605
       0.906        0.000      141.215     1939.520
       0.953        0.000      172.293     2471.281
       1.005        0.000      222.652     3018.965
       1.059        0.000      144.930     1937.129
       1.096        0.000      210.312     3021.391
       1.131        0.000      134.203     1934.898
       1.165        0.000      215.625     3017.191
       1.220        0.000      145.133     1937.617
       1.277        0.000      183.398     2481.898
       1.333        0.000      188.234     2478.859
       1.383        0.000      142.961     1952.758
       1.427        0.000      211.590     3031.805
       1.463        0.000      136.699     1951.898
       1.505        0.000      215.992     3033.078
       1.561        0.000      187.980     2501.043
       1.615        0.000      179.781     2496.453
       1.644        0.000      143.332     1959.531
       1.669        0.000      103.410     1412.895
       1.685        0.000      104.750     1413.395
       1.700        0.000      107.188     1413.742
       1.715        0.000      108.723     1415.633
       1.730        0.000      110.613     1420.793
       1.746        0.000       58.285      873.641
       1.756        0.000        1.871        6.688
