# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       34.625      542.660
       0.014        0.000       35.184      544.668
       0.029        0.000       36.434      545.668
       0.044        0.000       36.680      545.668
       0.056        0.000       37.918      545.703
       0.070        0.000       39.199      546.496
       0.082        0.000       39.242      546.246
       0.094        0.000       40.348      546.750
       0.106        0.000       40.570      546.801
       0.118        0.000       40.570      546.801
       0.131        0.000       41.852      548.469
       0.143        0.000       43.965      548.809
       0.156        0.000       43.730      549.062
       0.171        0.000       44.312      553.859
       0.183        0.000       44.312      553.859
       0.195        0.000       44.824      553.859
       0.208        0.000       45.844      553.859
       0.222        0.000       46.871      554.859
       0.237        0.000       47.395      554.859
       0.251        0.000       47.672      554.859
       0.263        0.000       49.152      555.109
       0.280        0.000       50.812      556.109
       0.294        0.000       51.035      556.109
       0.306        0.000       51.191      556.109
       0.318        0.000       52.484      557.859
       0.331        0.000       52.691      557.859
       0.343        0.000       52.691      557.859
       0.356        0.000       53.164      558.109
       0.367        0.000       56.270      567.898
       0.388        0.000       56.750      576.605
       0.412        0.000       56.754      576.605
       0.432        0.000       56.031      599.203
       0.455        0.000       56.062      599.211
       0.475        0.000       57.582      599.582
       0.494        0.000       60.996      601.137
       0.515        0.000       63.027      601.309
       0.535        0.000       64.543      601.309
       0.553        0.000       65.766      601.309
       0.570        0.000       69.324      604.461
       0.595        0.000       69.609      604.461
       0.618        0.000       70.059      604.961
       0.637        0.000       70.312      605.332
       0.657        0.000       71.336      606.293
       0.676        0.000       71.629      606.543
       0.697        0.000       73.258      624.121
       0.724        0.000       73.258      624.121
       0.743        0.000       73.477      624.121
       0.763        0.000       74.371      624.621
       0.782        0.000       76.172      624.871
       0.804        0.000       77.977      625.250
       0.827        0.000       81.246      625.895
       0.850        0.000       83.559      626.996
       0.875        0.000       87.418      630.484
       0.899        0.000       88.570      630.484
       0.923        0.000       89.062      630.734
       0.946        0.000       89.621      633.828
       0.968        0.000       89.621      633.828
       0.987        0.000       89.621      633.828
       1.006        0.000       89.621      633.828
       1.025        0.000       89.621      633.828
       1.044        0.000       89.930      633.828
       1.064        0.000       89.930      633.828
       1.083        0.000       89.930      633.828
       1.102        0.000       90.938      633.828
       1.126        0.000       90.977      633.828
       1.152        0.000       90.977      633.828
       1.171        0.000       91.707      635.078
       1.190        0.000       92.715      635.078
       1.210        0.000       94.254      635.078
