# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       36.762      542.703
       0.011        0.000       37.414      545.203
       0.023        0.000       38.672      545.453
       0.035        0.000       39.301      545.703
       0.047        0.000       39.816      545.703
       0.059        0.000       41.012      546.469
       0.070        0.000       40.902      546.219
       0.083        0.000       42.195      546.801
       0.095        0.000       42.195      546.801
       0.106        0.000       42.195      546.801
       0.117        0.000       43.156      547.816
       0.128        0.000       43.402      548.070
       0.139        0.000       44.691      553.574
       0.151        0.000       45.730      553.699
       0.163        0.000       46.547      553.715
       0.175        0.000       47.320      553.715
       0.188        0.000       48.746      554.430
       0.200        0.000       49.020      554.430
       0.211        0.000       49.148      554.430
       0.222        0.000       50.340      554.680
       0.233        0.000       51.262      554.680
       0.244        0.000       52.293      555.930
       0.256        0.000       52.422      555.930
       0.267        0.000       52.535      555.930
       0.278        0.000       52.812      556.242
       0.289        0.000       52.801      555.930
       0.300        0.000       53.902      557.930
       0.312        0.000       54.121      557.930
       0.324        0.000       54.410      558.180
       0.336        0.000       57.961      576.340
       0.356        0.000       58.305      576.570
       0.374        0.000       55.777      599.238
       0.392        0.000       80.867     1004.145
       0.423        0.000      115.938     1669.516
       0.514        0.000       61.590      601.020
       0.592        0.000       68.914      604.270
       0.646        0.000       70.047      605.098
       0.698        0.000       73.754      624.129
       0.751        0.000       74.398      624.129
       0.805        0.000       78.945      625.379
       0.860        0.000       85.668      627.516
       0.916        0.000       89.969      633.570
       0.984        0.000       90.027      633.570
       1.040        0.000       90.027      633.820
       1.096        0.000       90.223      633.820
       1.152        0.000       93.484      635.320
       1.210        0.000       97.598      635.320
       1.265        0.000      106.004      640.320
       1.322        0.000      109.852      643.570
       1.379        0.000      115.219      649.070
       1.436        0.000      119.586      653.570
       1.491        0.000      120.832      654.570
       1.548        0.000      121.094      654.570
       1.602        0.000      121.594      655.570
       1.652        0.000      122.520      656.320
       1.706        0.000      122.273      655.320
       1.780        0.000      122.273      655.320
       1.841        0.000      122.273      655.320
       1.895        0.000      122.273      655.320
       1.954        0.000      122.527      655.320
       2.010        0.000      122.527      655.320
       2.065        0.000      122.527      655.320
       2.120        0.000      122.527      655.320
       2.173        0.000      122.527      655.320
       2.234        0.000      122.785      655.320
       2.301        0.000      122.785      655.320
       2.354        0.000      122.785      655.320
       2.414        0.000      122.785      655.320
       2.475        0.000      122.785      655.570
       2.528        0.000      123.141      656.820
       2.581        0.000      123.633      657.820
       2.632        0.000      124.918      658.570
       2.682        0.000      125.176      659.070
       2.733        0.000      125.949      659.570
       2.785        0.000      127.223      660.570
       2.842        0.000      128.254      661.320
       2.900        0.000      128.512      662.320
