# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       36.098      542.988
       0.012        0.000       37.172      542.926
       0.024        0.000       37.422      545.332
       0.036        0.000       37.789      545.176
       0.048        0.000       37.789      545.176
       0.059        0.000       38.176      545.211
       0.070        0.000       38.738      545.262
       0.081        0.000       39.602      546.211
       0.093        0.000       40.391      546.211
       0.106        0.000       41.332      547.086
       0.118        0.000       41.543      547.086
       0.130        0.000       42.512      552.590
       0.142        0.000       43.324      552.641
       0.154        0.000       43.594      552.703
       0.165        0.000       44.406      552.863
       0.176        0.000       45.914      553.430
       0.188        0.000       46.941      553.680
       0.201        0.000       47.715      554.680
       0.214        0.000       48.223      554.680
       0.226        0.000       49.629      555.242
       0.237        0.000       50.785      554.703
       0.251        0.000       53.145      557.223
       0.265        0.000       53.656      557.223
       0.278        0.000       53.906      557.223
       0.291        0.000       54.117      846.238
       0.304        0.000       54.340      853.859
       0.317        0.000       78.684     1258.766
       0.335        0.000       81.055     1387.098
       0.353        0.000       83.086     1388.754
       0.371        0.000       84.598     1390.023
       0.389        0.000       87.711     1392.555
       0.408        0.000       88.367     1392.613
       0.425        0.000       90.227     1393.527
       0.442        0.000       91.730     1393.781
       0.460        0.000       93.020     1394.531
       0.477        0.000       95.328     1395.633
       0.493        0.000       95.609     1400.633
       0.510        0.000      102.129     1403.133
       0.532        0.000      107.777     1413.109
       0.551        0.000      117.828     1434.965
       0.571        0.000      119.117     1438.031
       0.591        0.000      126.457     1437.719
       0.608        0.000      137.867     1440.055
       0.626        0.000      148.777     1450.449
       0.646        0.000      154.191     1455.449
       0.666        0.000      161.926     1463.199
       0.692        0.000      161.613     1467.242
       0.719        0.000      164.922     1470.957
       0.745        0.000      176.266     1477.336
       0.771        0.000      183.336     1484.340
       0.790        0.000      187.199     1488.840
       0.809        0.000      190.293     1490.965
       0.825        0.000      197.770     1498.465
       0.845        0.000      204.215     1504.973
       0.866        0.000      204.730     1505.473
       0.888        0.000      210.402     1511.352
       0.912        0.000      210.023     1516.371
       0.935        0.000      212.566     1519.371
       0.958        0.000      228.031     1528.871
       0.979        0.000      233.188     1533.684
       0.999        0.000      243.242     1543.434
       1.019        0.000      249.125     1549.688
       1.037        0.000      254.535     1555.566
       1.056        0.000      264.867     1560.758
       1.080        0.000      271.047     1566.551
       1.100        0.000      274.898     1569.094
       1.119        0.000      279.020     1572.867
       1.138        0.000      283.402     1577.320
       1.158        0.000      288.559     1582.230
       1.180        0.000      289.332     1583.133
       1.205        0.000      290.363     1584.156
       1.230        0.000      295.777     1590.180
       1.251        0.000      297.324     1591.223
       1.273        0.000      299.387     1593.027
       1.296        0.000      296.977     1595.051
       1.319        0.000      299.770     1597.762
       1.342        0.000      302.090     1599.180
       1.362        0.000      309.309     1601.375
       1.380        0.000      311.113     1602.922
       1.399        0.000      315.234     1607.609
       1.420        0.000      317.297     1609.527
       1.438        0.000      324.258     1617.090
       1.457        0.000      327.094     1619.543
       1.474        0.000      334.055     1626.219
       1.493        0.000      338.180     1629.926
       1.511        0.000      343.078     1635.477
       1.528        0.000      350.039     1642.781
       1.547        0.000      352.617     1645.102
       1.565        0.000      359.320     1651.652
       1.589        0.000      362.930     1654.742
       1.612        0.000      368.602     1661.160
       1.630        0.000      375.820     1668.105
       1.649        0.000      377.883     1670.039
       1.667        0.000      385.875     1678.258
       1.686        0.000      386.648     1678.773
       1.704        0.000      393.867     1686.340
       1.724        0.000      397.219     1689.309
       1.743        0.000      403.406     1695.984
       1.762        0.000      408.020     1701.305
       1.780        0.000      413.434     1706.477
       1.798        0.000      416.379     1708.289
       1.816        0.000      422.051     1714.109
       1.838        0.000      422.051     1714.109
       1.863        0.000      422.051     1714.109
       1.887        0.000      422.051     1714.109
       1.912        0.000      422.270     1718.535
       1.934        0.000      427.168     1718.797
       1.959        0.000      427.168     1718.797
       1.980        0.000      428.152     1719.773
       2.004        0.000      428.152     1719.773
       2.025        0.000      428.926     1720.648
       2.046        0.000      430.988     1722.961
       2.069        0.000      433.820     1725.711
       2.093        0.000      441.812     1734.711
       2.117        0.000      443.359     1736.629
       2.142        0.000      443.359     1736.629
       2.166        0.000      447.484     1740.879
       2.189        0.000      447.742     1740.879
       2.213        0.000      453.156     1746.129
       2.234        0.000      447.449     1739.477
       2.255        0.000      450.027     1742.055
       2.275        0.000      451.832     1743.730
       2.298        0.000      453.895     1745.793
       2.323        0.000      456.215     1747.855
       2.342        0.000      458.020     1749.531
       2.359        0.000      460.598     1752.238
       2.376        0.000      462.145     1753.785
       2.394        0.000      464.207     1755.719
       2.412        0.000      466.785     1758.297
       2.429        0.000      468.590     1759.844
       2.446        0.000      470.910     1762.164
       2.464        0.000      472.973     1764.227
       2.481        0.000      474.777     1765.902
       2.500        0.000      477.613     1768.738
       2.518        0.000      478.902     1770.156
       2.546        0.000      480.965     1771.961
       2.565        0.000      483.285     1774.281
       2.582        0.000      484.574     1775.828
       2.601        0.000      488.375     1779.535
       2.619        0.000      488.062     1779.152
       2.636        0.000      489.609     1780.699
       2.655        0.000      492.445     1783.535
       2.677        0.000      494.250     1785.469
       2.695        0.000      496.570     1788.395
       2.714        0.000      499.922     1791.480
       2.732        0.000      505.328     1797.148
       2.751        0.000      511.516     1803.582
       2.770        0.000      514.094     1806.031
       2.788        0.000      520.539     1812.211
       2.807        0.000      527.242     1818.535
       2.825        0.000      530.789     1823.652
       2.843        0.000      536.715     1828.941
       2.865        0.000      537.738     1829.844
       2.888        0.000      542.598     1835.801
       2.905        0.000      542.598     1835.801
       2.926        0.000      543.629     1836.836
       2.950        0.000      543.887     1837.332
       2.974        0.000      544.402     1837.836
       3.004        0.000      545.680     1838.086
       3.024        0.000      553.156     1852.086
       3.049        0.000      558.801     1852.086
       3.073        0.000      558.801     1852.086
       3.097        0.000      558.801     1852.086
       3.119        0.000      558.801     1852.086
       3.141        0.000      558.801     1852.086
       3.162        0.000      558.801     1852.086
       3.187        0.000      558.801     1852.086
       3.211        0.000      568.027     1861.336
       3.235        0.000      568.285     1861.336
       3.260        0.000      568.285     1861.586
       3.284        0.000      580.918     1874.586
       3.308        0.000      580.918     1874.586
       3.332        0.000      586.590     1880.086
       3.355        0.000      593.809     1887.836
       3.376        0.000      566.508     1858.086
       3.398        0.000      566.508     1858.086
       3.421        0.000      566.508     1858.086
       3.446        0.000      580.676     1873.586
       3.469        0.000      602.848     1895.086
       3.492        0.000      618.574     1910.836
       3.514        0.000      633.785     1926.086
       3.535        0.000      648.223     1940.836
       3.558        0.000      648.738     1940.836
       3.582        0.000      648.738     1940.836
       3.607        0.000      648.996     1940.836
       3.631        0.000      650.230     1941.871
       3.655        0.000      655.645     1947.871
       3.681        0.000      661.574     1953.371
       3.704        0.000      661.828     1953.371
       3.729        0.000      662.086     1953.371
       3.754        0.000      662.086     1953.371
       3.777        0.000      662.344     1953.371
       3.803        0.000      662.344     1953.371
       3.825        0.000      662.469     1955.121
       3.850        0.000      664.219     1955.121
       3.875        0.000      664.219     1955.121
       3.900        0.000      668.305     1955.410
       3.924        0.000      668.547     1955.727
       3.943        0.000      674.984     1962.105
       3.963        0.000      681.980     1970.105
       3.982        0.000      686.359     1973.855
       3.999        0.000      693.836     1981.355
       4.018        0.000      699.250     1986.609
       4.036        0.000      706.469     1994.109
       4.055        0.000      713.688     2001.609
       4.074        0.000      718.844     2006.109
       4.094        0.000      726.062     2013.609
       4.113        0.000      729.414     2017.359
       4.132        0.000      729.414     2017.359
       4.158        0.000      729.414     2017.359
       4.183        0.000      729.672     2017.609
       4.207        0.000      729.672     2017.609
       4.226        0.000      729.672     2017.609
       4.247        0.000      729.672     2017.609
       4.273        0.000      729.383     2017.609
       4.294        0.000      627.016     1999.469
       4.316        0.000      583.750     1999.469
       4.339        0.000      581.957     1999.469
       4.360        0.000      592.262     2001.973
       4.381        0.000      602.055     2001.973
       4.400        0.000      607.211     2001.973
       4.420        0.000      612.109     2001.973
       4.441        0.000      616.750     2001.973
       4.460        0.000      622.961     2001.973
       4.479        0.000      623.477     2001.973
       4.500        0.000      623.477     2001.973
       4.523        0.000      623.477     2001.973
       4.547        0.000      623.477     2001.973
